Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,Grand Hyatt Berlin GmbH,Hotels & Accommodation,2026-06-11,Part-time,,"Deputies for the chef de cuisine in the VOX restaurant at a luxury hotel, co-leading dinner service, preparing dishes, contributing to menu design, and supporting the training and supervision of new staff and apprentices.",Experience as chef de partie or junior sous chef; experience in à la carte fine dining; enjoyment of working with fresh produce and implementing new concepts; quality and cost awareness; motivating personality; sufficient German and English language skills.,Permanent contract; regular development reviews and training opportunities; occupational pension with HOGAplus; capital-forming benefit contributions; complimentary stays at Hyatt hotels worldwide from three months of employment (12 nights per year for 2 people).,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-im-Restaurant-Vox-Berlin-Grand-Hyatt-Berlin-GmbH--14067109-inline.html,job-399,HOSPITALITY
Cook / Assistant Cook,Cooks,5120,512,51,Cooks,Berlin,Kultur Mosaik Berlin gUG (haftungsbeschränkt),Catering & Events,2026-06-09,Part-time,,"Assists and occasionally substitutes the lead cook in preparing approximately 600 lunch portions daily for children in daycare facilities, following weekly meal plans, maintaining hygiene standards, and supporting dishwashing tasks.",Completed cook training or several years of experience in catering; experience in communal food service; resilience and reliable handling of food and equipment; German language skills at least B2 level; independent working style.,Regular working hours Monday to Friday from approximately 06:00; free staff meals; modern ergonomic kitchen equipment; demand-oriented cooking without mass production.,On-site,https://www.stepstone.de/stellenangebote--Koch-Beikoch-m-w-d-im-Kitabereich-Berlin-Kultur-Mosaik-Berlin-gUG-haftungsbeschraenkt--14130846-inline.html,job-400,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,Waldorf Astoria Berlin,Hotels & Accommodation,2026-06-09,Full-time,,"The Sous Chef at Waldorf Astoria Berlin supports the Executive Chef in overseeing kitchen operations, production planning, quality control, and staff development. The role includes scheduling, enforcing health and safety standards, and shaping the culinary offering within Waldorf Astoria guidelines.","Several years of experience in a similar role in upscale hotel or restaurant kitchens; creativity, stress resilience, flexibility; strong leadership and communication skills; solid foreign language proficiency.","Employee and Family & Friends rates at over 7,000 Hilton hotels worldwide; 50% discount in all restaurants and bars; challenging and varied work in a motivated team; individualized onboarding program.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Berlin-Waldorf-Astoria-Berlin--11481376-inline.html,job-401,HOSPITALITY
Assistant Cook / Kitchen Helper,Kitchen Helpers,9412,941,94,Kitchen Helpers,Brandenburg,Zur Historischen Mühle,Restaurants & Food Service,2026-06-07,Full-time,,"The role involves preparing ingredients (cleaning, cutting), making salads, soups, sauces, and desserts, plating dishes, assisting the cook, and cleaning work areas. Basic food preparation support in a traditional restaurant.",Physical stamina for standing and working in heat; ability to work in a team; punctuality.,Competitive salary; regular working hours; year-round employment; anniversary bonuses; complimentary beverages and staff meals; free employee parking; 50% restaurant discount; internal and external training; holiday entitlement also in summer.,On-site,https://www.stepstone.de/stellenangebote--Beikoch-Hilfskoch-Potsdam-Zur-Historischen-Muehle--14056621-inline.html,job-402,HOSPITALITY
Demi Chef de Partie Banquet,Cooks,5120,512,51,Cooks,Not specified,Holiday Inn Berlin Airport - Conference Centre,Hotels & Accommodation,2026-06-07,Full-time,,"The Demi Chef de Partie Banquet at Holiday Inn Berlin Airport prepares and cooks dishes for banquet events, assists the Sous Chef and Executive Chef, manages stock control, ensures HACCP compliance, and supports event execution. The role also involves onboarding new staff and trainees.",Completed culinary training; some professional experience; strong cleanliness and thoroughness; experience in catering events for up to 300 guests; reliability and flexibility; good communication skills; German and English language skills.,Voluntary November bonus; company health insurance (bKV); holiday pay; Deutschlandticket; free staff canteen with freshly prepared meals; digital time tracking and advance shift planning for work-life balance.,On-site,https://www.stepstone.de/stellenangebote--Demichef-de-Partie-Bankett-m-w-d-Schoenefeld-Holiday-Inn-Berlin-Airport-Conference-Centre--11696233-inline.html,job-403,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,Grill Royal GmbH,Restaurants & Food Service,2026-06-06,Full-time,,"The Sous Chef at Grill Royal actively supports the Head Chef in all operational and organizational kitchen matters, including quality management, team leadership, stock management, and kitchen hygiene. The role involves hands-on cooking during evening service.","Completed culinary training and several years of experience in upscale gastronomy; leadership experience or desire to take on leadership responsibility; organizational talent, resilience, and high quality awareness; team spirit and independence.",Inspiring work environment in a renowned restaurant; close collaboration with an experienced Head Chef; interesting and varied work in a close-knit team; fixed working hours with two fixed days off; opportunities for personal and professional development.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Berlin-Grill-Royal-GmbH--11244712-inline.html,job-404,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,R & S Hotelbetriebsgesellschaft mbH AMANO GROUP,Hotels & Accommodation,2026-06-06,Full-time,,"The Sous Chef at AMANO GROUP supports kitchen coordination and organization across banquet, à la carte, breakfast, and buffet areas, and is involved in food preparation, menu creation, ordering, and stock receiving. The role requires prior experience as Sous Chef or long-standing Chef de Partie.","Completed culinary training and several years of experience in upscale hotel or restaurant kitchens; experience as Sous Chef or senior Chef de Partie; professional, team-oriented, and organized work style; flexibility, performance, and quality consciousness.",28 vacation days (30 from year 3); monthly €50 benefits card after probation; €40 birthday allowance; semi-annual €100 restaurant voucher; internal transfer opportunities; employee and Family & Friends discounts; AMANO Care package including supplementary health insurance and Urban Sports Club.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Berlin-R-S-Hotelbetriebsgesellschaft-mbH-AMANO-GROUP--12392126-inline.html,job-405,HOSPITALITY
Sous Chef for Banquet Department,Chefs,3434,343,34,Chefs,Berlin,EUREF-Event GmbH,Catering & Events,2026-06-06,Full-time,,"The Sous Chef works closely with the kitchen management at EUREF-Event GmbH, serving as the link between management and the kitchen team in banquet and event operations. Responsibilities include production support, administrative tasks, HACCP compliance, and product and stock control.",Completed culinary training and on-the-job experience; passion for hospitality; flexibility and reliability under stress; strong teamwork and organizational skills; very good German and ideally English language skills.,"Permanent contract, fair pay, and above-statutory holiday entitlement; flat hierarchies and personal development opportunities; job ticket subsidy, meal subsidy, and free beverages; annual health bonus of up to €1,000; modern campus with regular team events.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-fuer-die-Bankettabteilung-Berlin-EUREF-Event-GmbH--13994413-inline.html,job-406,HOSPITALITY
Junior Sous Chef Events and Catering,Chefs,3434,343,34,Chefs,Berlin,Grand Hyatt Berlin GmbH,Hotels & Accommodation,2026-06-05,Full-time,,"The Junior Sous Chef at Grand Hyatt Berlin works in the events and catering department, preparing and cooking dishes, contributing to menu design, supporting onboarding of new staff, and maintaining hygiene and quality standards. Experience as Chef de Partie or Junior Sous Chef in banquet or event catering is expected.",Experience as Chef de Partie or Junior Sous Chef; background in banquet or event catering; enjoyment of working with fresh products and implementing new ideas; quality- and cost-conscious approach; motivating personality; sufficient German and English skills.,Permanent employment contract; regular development reviews and training opportunities; company pension scheme (HOGAplus); supplementary capital-forming payments; complimentary stays at Hyatt hotels worldwide from three months of employment (12 nights per year for 2 persons).,On-site,https://www.stepstone.de/stellenangebote--Junior-Souschef-m-w-d-im-Event-und-Catering-Bereich-Berlin-Grand-Hyatt-Berlin-GmbH--11963247-inline.html,job-407,HOSPITALITY
Sous Chef Events and Catering,Chefs,3434,343,34,Chefs,Berlin,Grand Hyatt Berlin GmbH,Hotels & Accommodation,2026-06-05,Full-time,,"The Sous Chef at Grand Hyatt Berlin leads the events and catering kitchen, overseeing food preparation, menu contribution, quality and hygiene control, and staff onboarding. The role builds on Chef de Partie or Junior Sous Chef experience in banquet or event settings.",Experience as Chef de Partie or Junior Sous Chef; background in banquet or event catering; quality- and cost-conscious work approach; motivating and positive personality; sufficient German and English language skills.,Permanent employment contract; regular development reviews and training opportunities; company pension scheme (HOGAplus); supplementary capital-forming payments; complimentary stays at Hyatt hotels worldwide from three months of employment (12 nights per year for 2 persons).,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-im-Event-Catering-Bereich-Berlin-Grand-Hyatt-Berlin-GmbH--11963248-inline.html,job-408,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,Culivento Catering,Catering & Events,2026-06-05,Full-time,,"The Sous Chef at Culivento Catering finalizes weekly kitchen plans, handles food purchasing and planning, prepares hot and cold dishes independently, and attends events and functions. The role involves close collaboration with the entire team and contributing menu ideas.",Completed culinary training; professional experience with large-volume food preparation.,Family-like working environment with strong team cohesion (approximately 10 employees); flat hierarchies and open feedback culture; excellent food and beverages; company celebrations and team events; centrally located and calm workplace in the government district; family-friendly working conditions.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Berlin-Culivento-Catering--13652830-inline.html,job-409,HOSPITALITY
Breakfast Cook,Cooks,5120,512,51,Cooks,Not specified,Holiday Inn Berlin Airport - Conference Centre,Hotels & Accommodation,2026-06-04,Full-time,,"The Breakfast Cook at Holiday Inn Berlin Airport prepares egg dishes in a show kitchen, manages mise en place for the breakfast operation, controls stock, assists in onboarding new staff, and supports quality control and inventory. The role also involves supporting event operations when required.",Completed culinary training as cook or assistant cook; professional experience; strong cleanliness and thoroughness; reliability and flexibility; good communication skills with staff and guests; German and English at C1 level desirable.,Voluntary November bonus; free gym membership; company health program and in-hotel massages; company health insurance (bKV); employee rates (and Family & Friends) at all IHG hotels worldwide including Holiday Inn and InterContinental.,On-site,https://www.stepstone.de/stellenangebote--Fruehstueckskoch-m-w-d-Schoenefeld-Holiday-Inn-Berlin-Airport-Conference-Centre--12139398-inline.html,job-410,HOSPITALITY
Chef de Partie,Cooks,5120,512,51,Cooks,Berlin,Château Royal,Restaurants & Food Service,2026-06-03,Full-time,,"The Chef de Partie at Château Royal independently manages their kitchen station, ensuring smooth operations and consistently high quality of dishes prepared. Responsibilities include food preparation and plating, workflow organization, quality assurance, and hygiene compliance.","Professional experience in the role; strong interest in gastronomy and culinary arts; communication skills, resilience, flexibility, and reliability; ability to work in an international and team-oriented environment; high quality and responsibility awareness with attention to detail.",Modern and attractive workplace; interesting and varied work in a close-knit team; strong development opportunities; excellent public transport connections; choice between a Deutschlandticket or Urban Sports Club membership; employee benefits program.,On-site,https://www.stepstone.de/stellenangebote--Chef-de-Partie-m-w-d-Berlin-Château-Royal--10063413-inline.html,job-411,HOSPITALITY
Service Staff,Waiters,5131,513,51,Waiters,Berlin,Anna & Paul Culinary Treasures,Restaurants & Food Service,2026-06-02,Part-time,,"Service staff at Anna & Paul Culinary Treasures are responsible for delivering excellent table service, taking orders, adhering to HACCP guidelines, and maintaining an organized workstation. The role requires a customer-oriented mindset and the ability to look beyond the immediate task.",Completed vocational training; enthusiasm for the food service industry; customer-oriented and service-minded approach; cost- and quality-conscious working style; good communication skills.,Fair remuneration; pleasant working atmosphere; plannable working hours; diverse development opportunities; free staff meals.,On-site,https://www.stepstone.de/stellenangebote--Servicemitarbeiter-m-w-d-Berlin-Anna-Paul-Culinary-Treasures--13338217-inline.html,job-412,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Berlin,Titanic Chaussee Berlin,Hotels & Accommodation,2026-06-02,Full-time,,"The Sous Chef at Titanic Chaussee Berlin works closely with the Head Chef on personnel planning, purchasing, duty roster coordination, menu design, stock control, and active food preparation. The role requires creativity and the ability to represent the Head Chef when needed.","Good German language skills (B2–C1); several years of experience as a cook in comparable establishments; flexibility and resilience; creativity with ingredients and new recipe ideas; strong problem-solving ability; competence in ingredient preparation, cooking, and plating.",Permanent employment contract; free staff meals in the in-house canteen; €25 net monthly public transport subsidy; holiday entitlement starting at 27 days and increasing to 30 days with tenure; PLUXEE benefit card as birthday gift and monthly €25 benefit.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Berlin-Titanic-Chaussee-Berlin--12210948-inline.html,job-413,HOSPITALITY
High Convenience Field Sales Advisor / Sous Vide Specialist,Other/Non-Hospitality,9999,999,99,Not elsewhere classified,Brandenburg,CHEFS CULINAR Nord-Ost GmbH & Co. KG,Staffing Agencies & Other,2026-06-02,Full-time,,"The field sales advisor at CHEFS CULINAR advises gastronomy clients on high convenience and sous vide products, conducts product presentations, tastings, and application training, and supports new product integration. The role involves close collaboration with the internal sales team to continuously improve product offerings.",Experience in gastronomy and food service sales (field sales) or a similar customer-facing role; familiarity with kitchen operations and efficiency requirements; enthusiasm for innovative convenience and sous vide products; strong communication and presentation skills.,30 days of annual leave; holiday and Christmas bonus; capital-forming benefits and company pension contributions; comprehensive onboarding; attractive salary under collective wage agreement (wholesale and foreign trade); employee restaurant; free employee parking.,On-site,https://www.stepstone.de/stellenangebote--High-Convenience-Berater-im-Aussendienst-Fachberater-m-w-d-Sous-Vide-Ludwigsfelde-CHEFS-CULINAR-Nord-Ost-GmbH-Co-KG--14028491-inline.html,job-414,HOSPITALITY
Sous Chef at Cooking School,Chefs,3434,343,34,Chefs,Berlin,La Cocina Berlin,Restaurants & Food Service,2026-06-01,Full-time,,"The Sous Chef at La Cocina Berlin cooking school supports the Head Chef in planning and organizing kitchen operations, co-designs menus and course content, ensures quality and presentation of dishes, and guides team members and cooking course participants. The role combines professional culinary work with knowledge-sharing in a teaching environment.","Completed culinary training or equivalent qualification; experience in upscale gastronomy desirable; creativity and passion for cooking with high-quality ingredients; teamwork, initiative, and independent working style; enjoyment of sharing knowledge.",Attractive above-average salary including bonus payments and tips; no split shifts for a healthy work-life balance; guaranteed company holiday from 24 December to 2 January; one fixed free weekend per month; work with premium ingredients and products.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-fuer-die-La-Cocina-Kochschule-in-Berlin-Berlin-La-Cocina-Berlin--13921077-inline.html,job-415,HOSPITALITY
Culinary Apprentice,Cooks,5120,512,51,Cooks,Berlin,ABION Spreebogen Waterside Hotel Berlin,Hotels & Accommodation,2026-06-03,Full-time,,"The culinary apprentice at ABION Spreebogen Waterside Hotel Berlin rotates through banquet, à la carte, breakfast, and event kitchen sections, preparing dishes under the guidance of senior chefs while maintaining cleanliness and hygiene standards. The role involves supporting different stations based on operational needs.",Passion for the culinary profession requiring flexibility and commitment; careful and tidy work style; enjoyment of working with people and a well-groomed appearance; interest in further development within the Althoff Group after training.,"Employee discounts on food and beverage, spa treatments, and cultural events; corporate benefits for additional products and services; laundry cost coverage for work clothing; public transport subsidy; referral bonus for recruited employees.",On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koch-Koechin-m-w-d-kA-Berlin-ABION-Spreebogen-Waterside-Hotel-Berlin--13794478-inline.html,job-416,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Holiday Inn Munich - City Centre,Hotels & Accommodation,2026-06-14,Full-time,,"The Sous Chef at Holiday Inn Munich City Centre leads the à la carte kitchen team, creates culinary highlights, ensures quality standards for every dish leaving the kitchen, and manages their station independently including cost and budget responsibility.",Demonstrable professional cooking experience and desire to take the next career step; passion for cooking and creative ideas; goal-oriented with willingness to take on responsibility; enjoyment of leading a team and delighting guests.,INN-House Experience allowing the employee and a guest to experience all hotel offerings as guests; annual special payments including Christmas and holiday bonus; daily staff canteen meals; capital-forming benefit contributions.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Muenchen-Holiday-Inn-Munich-City-Centre--13694186-inline.html,job-417,HOSPITALITY
Production Cook,Cooks,5120,512,51,Cooks,Bayern,Brenner Grill Pasta Bar,Restaurants & Food Service,2026-06-13,Full-time,,"The production cook at Brenner Grill Pasta Bar handles daily ingredient preparation including peeling and cutting vegetables and meat, prepares simple dishes, sauces, and side dishes according to specifications, and ensures mise en place and kitchen hygiene in both early and late shifts.","Enthusiasm for kitchen work and cooking; ideally a completed training as cook or assistant cook, or existing kitchen experience; flexibility for both early and late shifts; reliable, structured, and able to work calmly under pressure.","Owner-operated, creative, and lively company environment; diverse perspectives across six Munich-based establishments with opportunities to change location and position based on availability.",On-site,https://www.stepstone.de/stellenangebote--Produktionskoch-m-w-d-Muenchen-Brenner-Grill-Pasta-Bar--13835082-inline.html,job-418,HOSPITALITY
Junior Sous Chef,Chefs,3434,343,34,Chefs,Bayern,DIE KÜCHE IM KRAFTWERK,Restaurants & Food Service,2026-06-12,Full-time,,"The Junior Sous Chef at DIE KÜCHE IM KRAFTWERK prepares fresh dishes from an open kitchen for restaurant guests and a large rooftop terrace, contributing to wine tastings, events, and kitchen parties. The role is varied, combining day-to-day cooking with involvement in culinary events and a creative team environment.",Enthusiasm for high-quality cooking and openness to working with natural raw materials without flavor enhancers or ready-made products; professional cooking experience is welcomed.,"Extraordinary venue with high standards for fresh and innovative product development; good development opportunities in a creative young team; secure employment with good pay, bright spacious premises, and modern relaxed interior.",On-site,https://www.stepstone.de/stellenangebote--Junior-Souschef-m-w-d-Muenchen-DIE-KUECHE-IM-KRAFTWERK--10501683-inline.html,job-419,HOSPITALITY
Sous Chef and Deputy Kitchen Manager,Chefs,3434,343,34,Chefs,Bayern,Herrschaftszeiten Gastro GmbH Das Paulaner im Tal,Restaurants & Food Service,2026-06-11,Full-time,,"The Sous Chef and Deputy Kitchen Manager at Das Paulaner im Tal actively co-manages food production to the highest quality standards, optimizes ordering processes, ensures GHP/HACCP compliance, and supports team scheduling and onboarding of new staff.","Completed culinary training and initial leadership experience; organizational talent with cost and quality awareness; confident German language skills and entrepreneurial thinking; resilience, reliability, and passion for the profession.",Above-tariff remuneration; interesting further training and development opportunities; staff meals provided during working hours.,On-site,https://www.stepstone.de/stellenangebote--Souschef-und-stellvertretende-r-Kuechenleiter-in-m-w-d-Muenchen-Herrschaftszeiten-Gastro-GmbH-Das-Paulaner-im-Tal--13954413-inline.html,job-420,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Holiday Inn Munich – Westpark,Hotels & Accommodation,2026-06-11,Full-time,,"Sous Chef at Holiday Inn Munich Westpark supporting the head chef in managing all daily kitchen operations including breakfast buffet, conference catering, and à la carte dinner service. Role involves teamwork, guest satisfaction, and shared kitchen leadership responsibilities.",Completed vocational training as a cook; several years of professional experience as Chef de Partie or Chef Tournant with initial team leadership; good German or English language skills; passion for cooking and strong professional knowledge.,Exciting role with a fun factor; daily nutritious staff meals; training and development opportunities; design and advancement possibilities in a dynamic company; worldwide special rates with IHG hotel group.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Muenchen-Holiday-Inn-Munich-Westpark--11674839-inline.html,job-421,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,DIE KÜCHE IM KRAFTWERK,Restaurants & Food Service,2026-06-11,Full-time,,"Sous Chef at DIE KÜCHE IM KRAFTWERK working alongside the head chef to prepare fresh dishes from an open kitchen, supporting evening restaurant service, rooftop terrace events, wine tastings, and kitchen parties. The role combines team warmth with professional culinary execution.",Completed training as a cook; minimum 2 years of professional experience; creativity; ability to maintain overview under high workload; strong team motivation skills.,"Secure job in a modern open kitchen with attractive pay; two free Sundays per month; closed on Christmas, New Year's Eve, and all public holidays; staff discounts on products from the kitchen shop.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Muenchen-DIE-KUECHE-IM-KRAFTWERK--10661801-inline.html,job-422,HOSPITALITY
Junior Sous Chef,Chefs,3434,343,34,Chefs,Bayern,MHP Hotel am Karlsplatz GmbH,Hotels & Accommodation,2026-06-11,Full-time,,"Junior Sous Chef position at GRETA OTO Munich restaurant within MHP Hotel am Karlsplatz, with a gross salary range of €3,500–€3,800 per month. The role involves supporting kitchen operations, sharing knowledge with the team, and upholding HACCP standards.",Prior experience in a similar position; passion for sharing knowledge with the team; exemplary adherence to HACCP guidelines; 100% reliability; helpful team player who is flexible and willing to take responsibility; strong planning and precise execution skills; good organizational sense.,Permanent employment contract from day one; respectful workplace culture; flexible working time models including part-time and 4- or 5-day week options.,On-site,https://www.stepstone.de/stellenangebote--Junior-Sous-Chef-d-w-m-GRETA-OTO-Munich-Muenchen-MHP-Hotel-am-Karlsplatz-GmbH--13894023-inline.html,job-423,HOSPITALITY
Head Chef,Chefs,3434,343,34,Chefs,Bayern,TamTam Kitchen & Bar,Restaurants & Food Service,2026-06-10,Full-time,,"Head Chef at TamTam Kitchen & Bar responsible for building and establishing professional kitchen operations from the ground up, including recipe standardization, menu development (brunch and sharing plates), team leadership, scheduling, ordering, and cost control.",Completed training as a cook with several years of experience in leadership roles (head chef or sous chef); experience with systematic gastronomy processes including standards and documentation; experience building or restructuring kitchens is a strong plus; creativity combined with structured working style.,Brand-new kitchen to be set up from scratch; established restaurant concept with real creative input on food development; supportive team environment.,On-site,https://www.stepstone.de/stellenangebote--Kuechenchef-m-w-d-Muenchen-TamTam-Kitchen-Bar--14062257-inline.html,job-424,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Steigenberger Hotel München,Hotels & Accommodation,2026-06-10,Full-time,,"Sous Chef at Steigenberger Hotel München sharing responsibility for leading and training the kitchen team, deputising for the head chef, and contributing to menu preparation across multiple F&B outlets including à la carte, menus, and buffets. Includes inventory management and HACCP compliance.",Completed vocational training as a cook; several years of professional experience; experience in team leadership and personnel management; high sense of quality and responsibility; motivation and initiative; very good German language skills.,Attractive employee rates at group hotels; corporate benefits; extensive training opportunities including e-learning platform; cross-training options; Christmas and holiday pay; capital-forming benefits; anniversary payments; health promotion programs.,On-site,https://www.stepstone.de/stellenangebote--Sous-Chef-all-genders-Muenchen-Steigenberger-Hotel-Muenchen--14138509-inline.html,job-425,HOSPITALITY
Junior Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Courtyard by Marriott Oberpfaffenhofen,Hotels & Accommodation,2026-06-10,Full-time,,"Junior Sous Chef at Courtyard by Marriott Oberpfaffenhofen responsible for food preparation for à la carte dinner, events, and breakfast buffet while upholding Marriott brand standards, mentoring apprentices, and contributing to menu design with adherence to HACCP regulations.",Completed culinary training and initial experience leading small kitchen teams; flexibility and creativity; good German language skills; reliability and willingness to take responsibility; ability to work independently as well as in a team; good knowledge of applicable hygiene and safety regulations.,DEHOGA-aligned salary with additional pay supplement based on qualification and experience; permanent employment contract; above-tariff holiday entitlement plus an extra day off on birthdays; holiday and Christmas pay; public transport subsidy.,On-site,https://www.stepstone.de/stellenangebote--Junior-Sous-Chef-m-w-d-Courtyard-by-Marriott-Oberpfaffenhofen-Gilching-Courtyard-by-Marriott-Oberpfaffenhofen--13952838-inline.html,job-426,HOSPITALITY
Assistant Cook,Cooks,5120,512,51,Cooks,Bayern,Bohne & Malz,Restaurants & Food Service,2026-06-09,Part-time,,"Assistant Cook (Beikoch) at Bohne & Malz preparing popular bowls, salads, and breakfast items, supporting the main cooks with mise en place, managing goods receipt and storage, and maintaining high hygiene standards in a modern kitchen equipped since 2025.","Some prior experience in a gastronomy kitchen (as assistant cook, kitchen helper, or career changer with passion); clean and fast working style; composure during busy service; reliable team player.","Fair and punctual salary; Egym Wellpass fitness membership; reliable and binding shift schedules; modern kitchen equipment (Rational, induction); career development opportunities.",On-site,https://www.stepstone.de/stellenangebote--Beikoch-m-w-d-Muenchen-Bohne-Malz--13812363-inline.html,job-427,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,"Dean Group, A Member of Autograph Collection Hotels",Hotels & Accommodation,2026-06-07,Full-time,,"Sous Chef at Restaurant Servus Heidi within Dean Group / Autograph Collection Hotels, responsible for station organisation including mise en place, quality control in collaboration with the Executive Chef, close cooperation with the service team, and coordination of junior kitchen staff.","Completed professional training as a cook and at least 3 years of experience in a similar role, or at least 6 years of substantial kitchen experience; experience in à la carte operations; strong flexibility, organisational talent, and passion for cooking; German and English language skills.","Innovative corporate culture; individual training and development programs with external partners; attractive employee benefits from Dean Group; special rates for employees and families at over 9,600 Marriott International hotels; employee referral bonus; in-house benefits.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Restaurant-Servus-Heidi-Muenchen-Dean-Group-A-Member-of-Autograph-Collection-Hotels--13998191-inline.html,job-428,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,Hotel Opéra,Hotels & Accommodation,2026-06-06,Full-time,,"Sous Chef for Restaurant Gandl at Hotel Opéra Munich, requiring strong skills in à la carte service, banquet and party catering, and in-depth knowledge of Mediterranean, French, and classical fine dining cuisine.",Passionate cook; creative and experimental mindset; strong team player orientation.,"Unique and exceptional product within the Munich restaurant scene; very good working atmosphere; enjoyable working environment; challenging, varied, and fulfilling role with room for personal growth; insight into other establishments within the Opéra group.",On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-fuer-unser-Restaurant-Gandl-Muenchen-Hotel-Opera--9355698-inline.html,job-429,HOSPITALITY
Executive Chef,Chefs,3434,343,34,Chefs,Bayern,Mandarin Oriental Munich,Hotels & Accommodation,2026-06-06,Full-time,,"Executive Chef at Mandarin Oriental Munich with full culinary responsibility for all F&B outlets, covering menu conception, quality assurance, food trend integration, coordination of food and beverage preparation and service, and oversight of kitchen operations to the highest luxury standards.","Minimum 4 years of experience as Sous Chef or Executive Chef in luxury hospitality or fine dining; excellent culinary expertise and comprehensive understanding of F&B business management including forecasting, budgeting, and reporting (P&L, BWA); strong prioritisation and organisational skills.",Unique learning and development programs tailored to different career stages; employee stay program (MOstay) for work-life balance and recovery.,On-site,https://www.stepstone.de/stellenangebote--Executive-Chef-m-w-d-Muenchen-Mandarin-Oriental-Munich--13124515-inline.html,job-430,HOSPITALITY
Assistant Cook,Cooks,5120,512,51,Cooks,Bayern,Kiefl Gartencenter GmbH,Restaurants & Food Service,2026-06-05,Part-time,,"Assistant Cook at Kiefl Gartencenter GmbH in Gauting, responsible for preparing fresh cold dishes for breakfast and lunch, salad and vegetable prep, supporting the hot kitchen, plating during lunch service, and maintaining cleanliness and HACCP standards.","Ideally residing within approximately 40 km due to limited public transport access; enjoyment of cooking and willingness to learn; reliable, team-oriented, and passionate approach; prior kitchen experience is advantageous but not required; good German language skills.",Company pension scheme; employee discounts; company events; on-site parking; employee wellbeing focus.,On-site,https://www.stepstone.de/stellenangebote--Beikoch-m-w-d-Gauting-Kiefl-Gartencenter-GmbH--14049087-inline.html,job-431,HOSPITALITY
Sous Chef,Chefs,3434,343,34,Chefs,Bayern,The Bellezza Group GmbH & Co. KG,Restaurants & Food Service,2026-06-05,Full-time,,"Sous Chef at The Bellezza Group in Munich with deputy responsibility for all kitchen workflows, applying professional cooking techniques, training new staff, and ensuring HACCP compliance in a varied and stylish work environment in the heart of Munich.",Friendly and service-oriented manner; stress resistance and flexibility in a dynamic environment; professional conduct and solid expertise in kitchen management; strong communication skills and openness within the team; eye for detail and high quality standards; team player mentality; self-motivation and passion for gastronomy.,Attractive and ambitious remuneration package; creative scope and room for interpretation; motivated and enthusiastic colleagues; exciting and varied work environment; team spirit and future prospects; above-tariff pay with various additional benefits; structured onboarding and individual development opportunities.,On-site,https://www.stepstone.de/stellenangebote--Souschef-m-w-d-Muenchen-The-Bellezza-Group-GmbH-Co-KG--11640731-inline.html,job-432,HOSPITALITY
